"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status"
"20230309","15",2023-03-09 05:15:02,1678338902,-23.5044924111154,152.093515007744,340.87,25.22,96.5,970.56,24.62,298.72,32.0344685379292,30.9132621391017,20.4620746052155,301.281308985071,305.041861764252,"descent"
"20230309","15",2023-03-09 05:15:03,1678338903,-23.5044924200098,152.093515224439,338.02,25.32,96.3,970.9,24.69,298.82,32.2256489604216,31.033299948886,20.536722460918,301.352008016652,305.127165373176,"descent"
"20230309","15",2023-03-09 05:15:04,1678338904,-23.5044924672491,152.093515432771,334.8,25.33,94.8,971.28,24.44,298.83,32.2448217791239,30.5680910466094,20.2106887425422,301.32840124443,305.043334505802,"descent"
"20230309","15",2023-03-09 05:15:05,1678338905,-23.504492478895,152.093515278071,331.65,25.4,94.4,971.55,24.43,298.9,32.3793111097725,30.5660696876253,20.2035101250892,301.375052477577,305.089241171326,"descent"
"20230309","15",2023-03-09 05:15:06,1678338906,-23.5044926323174,152.093515124381,328.72,25.48,94.6,971.91,24.55,298.98,32.5336137527602,30.7767986101111,20.3395708527348,301.423807669629,305.163614514236,"descent"
"20230309","15",2023-03-09 05:15:07,1678338907,-23.5044929562684,152.093515156637,325.72,25.59,95,972.2,24.73,299.09,32.7468298421375,31.1094883500306,20.5603693051209,301.509005322277,305.290478586207,"descent"
"20230309","15",2023-03-09 05:15:08,1678338908,-23.504493089505,152.093515619759,322.8,25.69,95.5,972.59,24.92,299.19,32.941722122161,31.4593446266637,20.7907036772531,301.575254054723,305.399930718224,"descent"
"20230309","15",2023-03-09 05:15:09,1678338909,-23.5044930805871,152.093515766861,319.77,25.82,97.2,972.9,25.34,299.32,33.1965980988548,32.2670933520869,21.3358090179058,301.678820426434,305.605123061827,"descent"
"20230309","15",2023-03-09 05:15:10,1678338910,-23.5044931248234,152.093515920647,316.62,25.94,100,973.22,25.94,299.44,33.4333971199177,33.4333971199177,22.1269061965215,301.771410369356,305.844543660277,"descent"
"20230309","15",2023-03-09 05:15:11,1678338911,-23.5044930760676,152.093516157608,313.66,25.82,100,973.52,25.82,299.32,33.1965980988548,33.1965980988548,21.957645718271,301.62391409921,305.663914237239,"descent"
"20230309","15",2023-03-09 05:15:12,1678338912,-23.5044929508268,152.093516441954,310.62,25.65,100,973.91,25.65,299.15,32.8636438260563,32.8636438260563,21.7207158992644,301.418110363366,305.411790820044,"descent"
